name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Dear my teacher(チームA Ver.),262105,False,21,AKB48,SET LIST〜グレイテストソングス〜完全盤,0.624,0.981,2,-3.101,0.0412,0.152,0.000345,0.218,0.905,123.997,4.0,j-idol
だいじょばない,184040,False,53,Perfume,LEVEL3,0.564,0.982,1,-1.992,0.0455,0.0386,0.844,0.129,0.868,128.008,4.0,j-idol
ANGEL PASSED CHILDREN,142000,False,36,BOØWY,PSYCHOPATH,0.529,0.85,7,-4.658,0.0426,0.0116,0.0,0.681,0.965,199.824,4.0,j-idol
届かなそうで届くもの,237200,False,20,NMB48,世界の中心は大阪や~なんば自治区~ (劇場盤),0.485,0.943,4,-4.496,0.0427,0.0913,0.0,0.237,0.872,172.12,4.0,j-idol
でんぱーりーナイト,283315,False,14,Dempagumi.Inc,WWDBEST ~電波良好!~,0.567,0.895,9,-3.488,0.209,0.0771,0.0,0.168,0.691,163.999,4.0,j-idol
イエローライト,274466,False,17,Shiritsu Ebisu Chugaku,私立恵比寿中学,0.459,0.856,8,-4.676,0.0491,0.0138,1.3e-06,0.0261,0.645,168.171,4.0,j-idol
ウォータープルーフ・ナイト,203033,False,15,Philosophy no Dance,ウォータープルーフ・ナイト,0.622,0.93,5,-4.567,0.0378,0.0131,0.00675,0.2,0.666,130.047,4.0,j-idol
The World Standard Dancing Club,225833,False,18,Wasuta,我々はネコである。,0.592,0.893,0,-2.523,0.0468,0.00176,0.00028,0.36,0.602,145.09,4.0,j-idol
'74-'75,278973,False,68,The Connells,Ring,0.53,0.59,11,-9.169,0.025,0.183,0.00227,0.0675,0.43,144.202,4.0,j-idol
恋するフォーチュンクッキー,285186,False,52,AKB48,次の足跡 Type A <初回限定盤>,0.681,0.936,2,-3.551,0.0471,0.259,1.53e-06,0.32,0.924,121.986,4.0,j-idol
PONPONPON,242826,False,56,Kyary Pamyu Pamyu,ぱみゅぱみゅレボリューション,0.634,0.988,4,-0.201,0.043,0.0469,0.000684,0.495,0.91,128.022,4.0,j-idol
「70cm四方の窓辺」,226946,False,48,ROTTENGRAFFTY,PLAY,0.399,0.905,3,-3.971,0.0947,0.00124,0.000515,0.169,0.389,149.052,4.0,j-idol
我的快樂時代,216760,False,44,Eason Chan,我的快樂時代 (華星40系列),0.582,0.442,2,-7.318,0.0266,0.625,1.27e-06,0.205,0.23,90.025,4.0,mandopop
It's Real,278506,False,23,Olivia Ong,Just for You,0.572,0.601,10,-7.411,0.0321,0.219,0.0,0.119,0.346,139.986,4.0,mandopop
沉默玩具,274000,False,24,Gary Chaw,格格blue,0.504,0.351,9,-8.527,0.0317,0.7,0.0,0.306,0.147,122.701,4.0,mandopop
如果你也聽說,313146,False,55,A-Mei Chang,Star,0.445,0.469,10,-8.391,0.0366,0.585,0.0,0.104,0.123,116.792,4.0,mandopop
星晴,256666,False,56,Jay Chou,杰倫,0.637,0.329,7,-10.366,0.0349,0.725,8.51e-06,0.245,0.255,177.792,4.0,mandopop
愛與痛的邊緣,273773,False,55,Faye Wong,討好自己,0.62,0.411,5,-11.425,0.0288,0.514,1.83e-06,0.199,0.534,113.29,4.0,mandopop
淚橋,225186,False,54,Wu Bai,淚橋,0.583,0.599,7,-5.437,0.0264,0.0964,0.0,0.102,0.407,139.977,4.0,mandopop
錯過的煙火,257838,False,53,Jay Chou,最偉大的作品,0.451,0.809,5,-7.71,0.0383,0.0147,1.79e-05,0.175,0.307,180.092,4.0,mandopop
There Is None Like You - Live,194266,False,41,Darlene Zschech;West Australian Symphony Orchestra,The Power of Your Love Symphony (Live in Australia),0.231,0.234,5,-12.478,0.0328,0.872,0.0,0.228,0.107,74.248,4.0,mandopop
"More Love, More Power - Live",310293,False,40,Michael W. Smith,Worship,0.226,0.275,7,-13.02,0.0302,0.74,9.42e-05,0.344,0.151,142.075,4.0,mandopop
一個小心願,179226,False,24,Teresa Teng,天國的情人 - 鄧麗君逝世十周年紀念聲影存集,0.555,0.453,3,-7.498,0.0354,0.133,0.00451,0.143,0.502,120.779,4.0,mandopop
我,246688,False,47,Jolin Tsai,MUSE,0.517,0.38,1,-10.745,0.0305,0.867,0.0,0.118,0.233,111.899,4.0,mandopop
洋蔥,278400,False,58,Aska Yang,鴿子,0.607,0.544,0,-5.043,0.0282,0.242,0.0,0.106,0.236,129.967,4.0,mandopop
無人之境,221066,False,19,Eason Chan,我最喜愛的Eric Kwok作品展,0.535,0.564,2,-7.224,0.0394,0.361,0.0,0.119,0.278,123.892,4.0,mandopop
昨夜的渡輪上,220840,False,19,李炳文,關不掉的聲音,0.554,0.345,6,-10.199,0.0268,0.749,0.0,0.11,0.168,107.625,4.0,mandopop
First Love - Live,556844,False,47,Kari Jobe,The Blessing (Live),0.124,0.481,2,-7.785,0.0324,0.174,0.0,0.268,0.105,74.962,4.0,mandopop
我的眼睛在下雨,220480,False,25,李茂山,瑞华33回馈典藏系列1 (流行篇 VOL.1),0.446,0.437,9,-10.992,0.0289,0.627,0.00271,0.145,0.186,77.769,4.0,mandopop
大約在冬季,231520,False,52,Chyi Chin,"""1"" (壹)",0.668,0.361,5,-9.71,0.0353,0.795,0.0,0.246,0.432,73.919,3.0,mandopop
无题 - 网剧《山河令》插曲,278868,False,43,Hu Xia,网剧《山河令》音乐原声大碟,0.519,0.304,6,-11.456,0.0286,0.487,0.0,0.0821,0.43,139.868,4.0,mandopop
開始懂了,271493,False,61,Stefanie Sun,我要的幸福,0.638,0.441,8,-6.909,0.029,0.415,7.88e-05,0.11,0.15,117.933,4.0,mandopop
來自天堂的魔鬼,245493,False,59,G.E.M.,新的心跳,0.595,0.7,7,-5.576,0.0301,0.0244,0.0,0.0876,0.302,135.993,4.0,mandopop
曹操,242000,False,53,JJ Lin,曹操,0.503,0.72,4,-4.497,0.0304,0.00276,0.0,0.0866,0.415,143.91,4.0,mandopop
江南,265000,False,61,JJ Lin,第二天堂,0.621,0.517,7,-9.433,0.0371,0.75,0.0,0.315,0.404,120.021,4.0,mandopop
天若有情 - 電視劇「錦繡未央」主題曲,257254,False,53,A-Lin,天若有情 (電視劇「錦繡未央」主題曲),0.28,0.477,3,-9.151,0.041,0.917,0.0,0.117,0.496,168.691,4.0,mandopop
"如果可以 - 電影""月老""主題曲",274400,False,70,WeiBird,"如果可以 (電影""月老""主題曲)",0.54,0.54,3,-6.368,0.029,0.241,0.0,0.351,0.372,74.969,4.0,mandopop
葡萄成熟時,277040,False,51,Eason Chan,U 87,0.521,0.567,10,-5.97,0.0307,0.417,0.0,0.183,0.223,125.194,4.0,mandopop
"Frecuencia Álmica, Pt. 10",345909,False,25,Lucas Cervetti,Frecuencias Álmicas en 432hz,0.445,0.168,0,-16.367,0.0306,0.962,0.679,0.554,0.0951,132.089,4.0,mandopop
笑看風雲,264289,False,50,Adam Cheng,笑看風雲,0.608,0.401,4,-10.68,0.031,0.462,1.93e-06,0.167,0.181,120.001,4.0,mandopop
你敢不敢,235760,False,54,LaLa Hsu,理想人生,0.509,0.602,6,-6.307,0.0264,0.351,0.0,0.0613,0.187,91.997,4.0,mandopop
BEAUTIFUL LOVE,295346,False,59,Tanya Chua,T-TIME新歌精選,0.454,0.673,0,-5.747,0.0332,0.462,0.0,0.0752,0.376,143.887,4.0,mandopop
在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),357093,False,60,告五人,運氣來得若有似無,0.46,0.297,9,-8.785,0.0309,0.692,0.000318,0.107,0.125,180.095,4.0,mandopop
玻璃心,238145,False,48,Namewee;Kimberley Chen,玻璃心,0.771,0.382,4,-7.541,0.0316,0.56,0.0,0.222,0.342,94.032,4.0,mandopop
故鄉之歌,255413,False,25,Jody Chiang,"台灣民謠, Vol. 3",0.433,0.459,10,-8.201,0.0326,0.671,2.24e-06,0.196,0.378,140.547,3.0,mandopop
I'm Happy,251250,False,28,李凱馨,I'm Happy,0.538,0.437,4,-7.586,0.0287,0.607,0.0,0.101,0.163,119.927,4.0,mandopop
小鎮姑娘,295666,False,49,David Tao,I'm O.K.,0.67,0.815,2,-5.062,0.0792,0.152,0.0,0.104,0.818,154.04,4.0,mandopop
諷刺的情書,258533,False,49,Hebe Tien,無人知曉,0.477,0.473,7,-6.35,0.0396,0.723,0.0,0.0754,0.431,155.875,4.0,mandopop
今天陽光就是特別耀眼特別和諧 feat. 韋禮安,186014,False,51,Pets Tseng;WeiBird,今天陽光就是特別耀眼特別和諧,0.569,0.488,0,-9.698,0.0409,0.175,0.0,0.263,0.212,81.998,4.0,mandopop
淋雨中,238000,False,21,林宇中,淋雨中,0.46,0.406,7,-9.222,0.0612,0.582,0.0,0.433,0.397,141.767,4.0,mandopop
真的傻 (電影《一吻定情》追愛版主題曲),256000,False,2,LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),0.522,0.383,4,-10.962,0.0285,0.714,1.67e-05,0.106,0.332,150.018,4.0,mandopop
單車,211251,False,59,Eason Chan,Shall We Dance? Shall We Talk!,0.635,0.35,7,-10.591,0.0284,0.754,0.0,0.0743,0.307,130.067,4.0,mandopop
如果沒有你,287013,False,55,Karen Mok,如果沒有你,0.507,0.281,11,-11.657,0.0307,0.758,0.0,0.211,0.264,125.893,4.0,mandopop
無數,330521,False,43,Joker Xue,無數,0.582,0.725,8,-6.663,0.0262,0.00804,0.0222,0.252,0.384,93.013,4.0,mandopop
白色風車,270586,False,52,Jay Chou,依然范特西,0.536,0.613,2,-5.791,0.0247,0.297,0.0,0.147,0.252,141.991,4.0,mandopop
Why You Gonna Lie,174000,False,59,高爾宣 OSN,#osnrap,0.768,0.76,7,-3.729,0.105,0.762,0.0,0.141,0.736,90.0,4.0,mandopop
"償還 - ""紅豆""廣東版",257640,False,51,Faye Wong,唱遊,0.561,0.355,0,-10.56,0.0301,0.16,5.53e-06,0.264,0.187,112.002,4.0,mandopop
無條件,228973,False,56,Eason Chan,準備中,0.646,0.37,0,-10.98,0.0351,0.825,5.17e-06,0.09,0.465,129.914,4.0,mandopop
Colorful - 《身为一个胖子》电视剧主题曲,181471,False,28,Claire Kuo,身为一个胖子 (影视原声带),0.547,0.705,5,-5.068,0.0386,0.0283,0.0,0.138,0.185,179.799,4.0,mandopop
和你一起,206629,False,26,Claire Kuo,电视剧《离人心上》原声带,0.323,0.392,10,-8.396,0.0399,0.695,8.27e-06,0.266,0.234,58.319,4.0,mandopop
Don't Wanna Lie (feat. 8lak & Hosea),175144,False,45,Patrick Brasca;8lak;Hosea,燥熱,0.687,0.528,9,-10.286,0.0453,0.249,7.24e-05,0.126,0.292,82.508,4.0,mandopop
我們的歌,246320,False,16,Leehom Wang,改變自己,0.756,0.421,1,-8.338,0.0924,0.0275,0.0,0.0943,0.829,69.928,4.0,mandopop
夜曲,226773,False,62,Jay Chou,11月的蕭邦,0.674,0.649,1,-5.869,0.0451,0.285,0.0585,0.226,0.6,86.985,4.0,mandopop
是你對不起我,194973,False,38,詹雅雯,詹雅雯 是你對不起我,0.633,0.446,3,-6.185,0.0305,0.226,0.0,0.0651,0.488,115.866,3.0,mandopop
孤單的形狀,220630,False,22,Andrew Tan,唯一想了解的人,0.553,0.458,9,-7.535,0.0251,0.597,0.0,0.153,0.258,78.005,4.0,mandopop
在青春迷失的咖啡館,218096,False,51,Cyndi Wang,CYNDILOVES2SING 愛。心凌,0.587,0.539,7,-9.594,0.0446,0.69,0.0,0.161,0.168,168.002,4.0,mandopop
我的歌声里 (You Exist In My Song),214720,False,61,Wanting,Everything In The World,0.475,0.477,6,-6.346,0.0345,0.686,0.0,0.111,0.241,137.199,4.0,mandopop
"光耀 (電視劇《親愛的, 熱愛的》插曲)",190208,False,36,Lara Liang,"親愛的, 熱愛的 (電視劇原聲帶)",0.737,0.771,7,-4.551,0.0339,0.0377,0.0,0.075,0.437,110.058,4.0,mandopop
I See You Everywhere,243600,False,54,Eric Chou,如果雨之後,0.542,0.519,4,-8.902,0.0339,0.693,0.0,0.134,0.162,86.041,4.0,mandopop
好可惜,315681,False,23,Ada Zhuang,好可惜,0.465,0.478,10,-6.593,0.0259,0.472,0.0,0.0811,0.287,135.889,4.0,mandopop
放過自己 - Acoustic Version,173216,False,22,G5SH;Marz23,放過自己 (Acoustic Version),0.351,0.456,4,-7.143,0.0352,0.784,0.0,0.358,0.336,139.103,4.0,mandopop
嫁妝,253986,False,26,陳中;邱芸子,陳中+邱芸子情歌對唱,0.561,0.517,3,-7.13,0.0282,0.119,1.64e-05,0.0858,0.227,135.891,4.0,mandopop
500天,240217,False,55,Sophie Chen,500天,0.595,0.666,10,-3.466,0.0337,0.388,0.0,0.13,0.516,137.985,4.0,mandopop
錯了 (網劇《不會戀愛的我們》插曲),190642,False,26,Young,網劇《不會戀愛的我們》原聲帶,0.692,0.673,9,-7.684,0.0516,0.119,0.0,0.126,0.423,134.117,4.0,mandopop
"不曾回來過 - 電視劇""通靈少女""插曲",270654,False,1,李千娜,秋日思念絮語,0.533,0.419,1,-9.18,0.0372,0.526,1.11e-05,0.104,0.315,170.034,4.0,mandopop
紅豆,256026,False,59,Faye Wong,唱遊,0.554,0.408,0,-10.609,0.0317,0.27,6.53e-06,0.26,0.17,111.821,4.0,mandopop
月夜愁,196520,False,28,Jody Chiang,"台灣名謠, Vol. 1: 秋風夜雨",0.534,0.448,5,-10.149,0.0245,0.602,7.19e-05,0.298,0.343,95.67,4.0,mandopop
Have A Nice Day,263666,False,49,Waa Wei,Have A Nice Day,0.711,0.845,3,-5.006,0.0304,0.61,0.00092,0.137,0.806,119.966,4.0,mandopop
鴛鴦酒杯,209266,False,28,Jody Chiang;Hong Ronghong,不想伊,0.543,0.405,0,-11.025,0.0348,0.456,8.01e-05,0.183,0.318,93.359,4.0,mandopop
園遊會,251573,False,56,Jay Chou,七里香,0.656,0.677,11,-6.848,0.0301,0.141,0.00153,0.175,0.608,122.026,4.0,mandopop
Hay Otra Salida - Studio,183883,False,23,Hillsong Young & Free;Hillsong en Español,Todos Mis Mejores Amigos,0.506,0.795,11,-5.407,0.0307,0.13,0.0,0.217,0.639,75.037,4.0,mandopop
人間,285266,False,49,Faye Wong,王菲97,0.603,0.298,4,-11.761,0.0278,0.743,8.62e-06,0.267,0.298,130.041,4.0,mandopop
Drowning,156747,False,55,高爾宣 OSN;李浩瑋 Howard Lee,Drowning,0.728,0.519,5,-5.206,0.0377,0.603,3.26e-06,0.0966,0.761,128.01,4.0,mandopop
對的時間點,242613,False,0,JJ Lin,對的時間點,0.394,0.493,1,-7.23,0.0307,0.65,0.0,0.0857,0.238,82.344,4.0,mandopop
可惜不是你,285830,False,55,Fish Leong,絲路,0.373,0.32,6,-8.593,0.0316,0.83,0.0,0.179,0.357,73.775,4.0,mandopop
蝴蝶,283200,False,46,David Tao,黑色柳丁,0.5,0.639,10,-4.359,0.0294,0.271,0.0,0.151,0.309,147.136,4.0,mandopop
將故事寫成我們,335480,False,0,JJ Lin,將故事寫成我們,0.462,0.636,8,-4.349,0.0309,0.611,0.0,0.109,0.388,134.933,4.0,mandopop
Sad Bitch Bad Bitch,174005,True,54,iyla,Sad Bitch Bad Bitch,0.722,0.476,1,-4.974,0.0342,0.39,0.0,0.102,0.291,129.96,4.0,sleep
Air Conditioner Sound,114115,False,30,White Noise for Babies,Air Conditioner Sound,0.174,0.226,7,-26.324,0.055,0.83,1.0,0.161,0.0226,70.429,3.0,sleep
Brown Noise For Sleep 5,86250,False,40,Granular,Brown Noise For Sleep,0.0,2.01e-05,2,-21.969,0.0,0.0,1.0,0.161,0.0,0.0,0.0,sleep
Pure Brown Noise - Loopable with No Fade,71397,False,40,Deep Sleep;Relaxation And Meditation;Relax;Ontspanning Sound;Relajacion Del Mar,White Noise Spa Collection - 50 Shades of Ambience (Loopable and without fade),0.0,2.01e-05,10,-17.502,0.0,0.0,0.124,0.688,0.0,0.0,0.0,sleep
Calming Heavy Distant Rain,274669,False,33,"Spa;Sounds Of Nature : Thunderstorm, Rain;White Noise Meditation","13 Ambient Background Rain Sounds for Spa, Meditation and Stress Relief",0.106,0.886,11,-26.909,0.0479,0.879,0.67,0.121,0.0217,87.371,4.0,sleep
O du fröhliche,186386,False,0,Traditional;phil Blech Wien;Anton Mittermayr,Classical Christmas,0.307,0.0646,5,-13.492,0.0312,0.994,0.905,0.0636,0.216,104.431,4.0,sleep
Pink Noise For Sleep 5,103177,False,31,Granular,Pink Noise For Sleep,0.0,0.653,10,-26.865,0.0,0.985,0.227,0.111,0.0,0.0,0.0,sleep
i wish it would never stop snowing,196500,False,50,Sleepy Fish,Chillhop Essentials Spring 2019,0.803,0.165,4,-14.07,0.0492,0.0372,0.832,0.0927,0.419,126.952,4.0,sleep
Through Your Eyes,169412,False,56,Don Mazuck,Through Your Eyes,0.149,0.0565,10,-26.842,0.0499,0.981,0.903,0.11,0.0494,69.686,5.0,sleep
MILLI,135158,False,56,keshi,GABRIEL,0.667,0.5,2,-9.837,0.0748,0.587,4.31e-06,0.0784,0.42,80.951,4.0,sleep
Pure Brown Noise,71397,False,46,Deep Sleep Brown Noise;Deep Sleep White Noise;Deep Sleep Background Noise;Brown Noise Dreams;Pink Noise,"Brown Noise Dreams (Pure Brown Noise and Ambient Combinations, including Clothes Dryers, Waterfalls, Crickets)",0.0,2.01e-05,10,-17.502,0.0,0.0,0.124,0.688,0.0,0.0,0.0,sleep
Irene,199672,False,55,Jimmy Brown,Irene,0.877,0.5,1,-5.54,0.0578,0.744,0.0,0.108,0.412,121.966,3.0,sleep
Cloud Study,190000,False,61,Norris Melcher,Cloud Study,0.19,0.0959,2,-26.159,0.0446,0.949,0.976,0.102,0.0464,79.531,3.0,sleep
Soothing Brown Waves with Vacuum Cleaner - Loopable with No Fade,93451,False,35,Vacuum Cleaner White Noise;Meditation Awareness;Relaxing Zen Spa;Baby Can't Sleep;Calm Children Collection,"Vacuums for Rest and Relaxation (Loopable Audio for Insomnia, Meditation, and Restless Children)",0.167,0.802,2,-15.754,0.129,1.62e-06,0.929,0.731,0.022,117.515,5.0,sleep
i like red,122500,False,58,Charlene Su,i like red,0.691,0.45,1,-12.395,0.145,0.335,0.000323,0.163,0.65,169.908,4.0,sleep
The Trumpet Shall Sound (Remastered 2014),262663,False,0,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",0.373,0.289,2,-11.743,0.0384,0.935,0.594,0.547,0.262,131.174,3.0,sleep
Eltern müssen auch schlafen,189898,False,57,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.132,0.542,7,-17.357,0.0513,0.685,0.991,0.823,1e-05,142.047,4.0,sleep
Ocean Sounds: Relaxing Waves,176100,False,29,Ocean Waves Sleep Aid,Relaxing Ocean Sounds for Sleep,0.0885,0.123,1,-23.835,0.102,0.917,0.711,0.164,0.0152,88.028,4.0,sleep
Shhh Baby Sleep Mother's Soothing Voice (With Strings),278708,False,11,Baby Sleep,Shhh Baby Sleep Mother's Soothing Voice (With Strings),0.174,0.232,0,-17.844,0.0441,0.378,0.192,0.339,0.038,118.436,4.0,sleep
Es ist ein Ros entsprungen,201426,False,0,Traditional;MoZuluArt,Klassische Weihnachtsmusik,0.412,0.283,7,-14.638,0.039,0.972,0.813,0.12,0.653,124.565,4.0,sleep
Wind And Rain,80703,False,39,Healing Sounds for Deep Sleep and Relaxation,Waves for Sleep,0.0818,0.589,0,-22.521,0.0672,0.477,0.938,0.367,1e-05,85.748,3.0,sleep
Shhhh On a Plane,180000,False,46,Silent Knights,Shhhhhhhhhh White Noise,0.273,0.415,1,-11.914,0.0701,4.32e-06,0.0,0.223,0.0778,129.989,4.0,sleep
Inre Balans,242230,False,32,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",0.288,0.197,10,-16.785,0.0357,0.93,0.971,0.0997,0.0395,65.13,3.0,sleep
Pink Noise Relaxation,300001,False,38,Pink Noise,The Best Pink Noise,0.0,6.03e-05,10,-12.822,0.0,0.127,0.985,0.237,0.0,0.0,0.0,sleep
Warm Blanket - Music Box,165000,False,0,Baby Lullaby,Soft Pillow (lullabies for children and adults),0.414,0.073,5,-19.453,0.05,0.843,0.867,0.195,0.409,97.201,4.0,sleep
Thunderstorm Sounds,360000,False,38,Rain Sounds,"Rain Sounds: Rain Sound Meditation, Relaxing Sound of Rain, Massage Yoga Music and Ambient Soothing Sounds",0.164,0.547,10,-20.848,0.0759,8.14e-05,0.969,0.357,0.0233,114.325,4.0,sleep
Shhhh With Low Hum,180000,False,44,Silent Knights,Shhhhhhhhhh White Noise,0.257,0.857,3,-8.157,0.0559,0.324,0.0,0.317,0.0275,127.43,4.0,sleep
Traditional: Es ist ein Ros´ entsprungen,148360,False,0,Traditional;Wiener Sängerknaben;Gerald Wirth,Klassische Weihnachtsmusik,0.197,0.118,7,-19.047,0.0377,0.992,0.00107,0.0691,0.214,85.289,4.0,sleep
Sleep: Rainfall for Sleep,184000,False,40,Nature Sounds XLE Library,Baby White Noise,0.123,0.708,0,-21.459,0.0888,0.129,0.991,0.784,0.0215,86.531,5.0,sleep
Transport,132744,False,31,White Noise Baby Sleep,"! !""#Reboot#""! !",0.161,0.962,10,-21.869,0.0819,0.726,0.49,0.202,0.00655,129.087,1.0,sleep
Cloudology,187970,False,49,Moomu,Aguatic,0.158,0.0642,1,-25.666,0.0474,0.884,0.758,0.108,0.0576,107.432,1.0,sleep
Moments of Stillness,182765,False,40,Hector Warrens,Moments Of Stillness,0.292,0.0803,4,-25.197,0.0372,0.943,0.909,0.109,0.067,68.611,4.0,sleep
"Herbei, o ihr Gläubigen",197400,False,0,Traditional;Friedrich Oberschelp;Christfried Bickenbach;Gerhard Bunk;Der Bielefelder Kinderchor,Alle Jahre wieder: Weihnachten mit Kindern,0.325,0.107,10,-17.44,0.0389,0.983,0.0,0.1,0.346,109.271,4.0,sleep
Hoover Night,160000,False,35,Silent Knights,White Noise Hoover,0.167,0.255,1,-8.396,0.0706,0.575,0.399,0.488,0.0233,69.271,3.0,sleep
Cuddle,139480,False,53,Elton Baptiste,Cuddle,0.728,0.234,7,-22.589,0.0464,0.906,0.955,0.0687,0.336,154.013,4.0,sleep
Industrial Fan Rest Sound,153456,False,10,Fan Sounds,Fan Sounds for Sleep and Rest,0.173,0.447,11,-19.182,0.0523,0.898,0.204,0.256,0.000885,113.693,3.0,sleep
"Loneliness (From ""Naruto"")",262800,False,47,Laura Sullivan,"Loneliness (From ""Naruto"")",0.439,0.0505,2,-20.986,0.0305,0.95,0.927,0.17,0.206,99.992,4.0,sleep
Afternoon Skyfall,120750,False,0,Nature Sounds,Sleep Rain Sounds,0.147,0.989,5,-25.248,0.0461,0.135,0.977,0.808,0.00149,72.391,3.0,sleep
Stelle,202000,False,59,Tiziano Magro,Stelle,0.0937,0.0408,5,-26.971,0.0455,0.969,0.962,0.116,0.0488,175.297,4.0,sleep
Tropical Thunder healing Sounds of Mother Nature,360000,False,40,Nature Sounds Nature Music,Tropical Storm for Deep Sleep - Thunderstorm Sounds and Rain Sound Sounds of Nature White Noise for Mindfulness Meditation Relaxation and Sleep Tropical Thunder Storm,0.164,0.547,10,-20.848,0.0759,8.14e-05,0.969,0.357,0.0233,114.325,4.0,sleep
Broad Spectrum White Noise: Constant Wind Sounds (Natural Noiz Machine Generator),108253,False,47,Natural White Noise Relaxation,Baby Sleep White Noise: Ultimate Album to Help Babies Sleep Through the Night,0.17,2.03e-05,6,-18.772,0.0793,2.26e-06,0.503,0.439,0.0,69.459,3.0,sleep
Waves : Sleeping Waves,192032,False,36,Sleep Sound Library,White Noise Ocean,0.0644,0.305,1,-17.241,0.213,0.00295,0.0,0.419,0.014,77.934,3.0,sleep
Gentle Waves,87164,False,33,Nature Sound Series;Nature Sounds;Animal and Bird Songs;Nature Sound Collection;Deep Sleep & Relajacion Del Mar,"Waves of the Sea, Ocean and Lakes (Loopable Audio for Ambiance, Meditation, Insomnia, and Restless Children)",0.169,0.995,7,-16.293,0.0526,0.762,0.821,0.483,1e-05,86.664,4.0,sleep
Paradise Rain,268471,False,40,Sound Sleeping,Sleep (Rain Sounds Compilation),0.0,0.0474,2,-15.677,0.0,0.117,0.989,0.79,0.0,0.0,0.0,sleep
Restful Rainforest Daytime Birds and Insects,570036,False,29,Nature Sounds,Rainforest - Sounds of Nature,0.159,0.122,1,-19.339,0.0523,0.995,0.698,0.15,0.0191,130.894,4.0,sleep
Weißes Rauschen: Entspannende Stimmungen,88229,False,60,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",0.0,0.000267,1,-23.02,0.0,0.926,0.345,0.174,0.0,0.0,0.0,sleep
Static Rainstorm,99030,False,0,Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment,! ! ! ! ! Whispers ! ! ! ! !,0.0,2.01e-05,1,-25.162,0.0,0.0,0.977,0.32,0.0,0.0,0.0,sleep
ikigai,149610,False,49,Idealism,hiraeth,0.412,0.391,8,-17.141,0.0558,0.753,0.854,0.14,0.293,65.961,3.0,sleep
nagashi,109948,False,53,Idealism,rainy evening,0.726,0.357,10,-8.727,0.044,0.862,0.915,0.134,0.644,85.046,4.0,sleep
24 Hours of Rain Sounds,238333,False,41,Rain Sounds,Rain Sounds,0.172,0.999,2,-23.92,0.0562,0.146,0.978,0.684,1e-05,69.062,4.0,sleep
Loopable Brown Noise,109000,False,27,Ocean Sounds;Ocean Waves For Sleep,Baby Sleep: Ocean Sounds,0.219,0.563,9,-15.795,0.0797,0.188,0.989,0.212,0.0196,120.055,4.0,sleep
"Kommet, ihr Hirten",114080,False,0,Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Classical Christmas,0.411,0.174,5,-12.668,0.0303,0.979,0.000103,0.0778,0.314,49.997,3.0,sleep
Calming Hoover,160000,False,34,Silent Knights,White Noise Hoover,0.0,0.178,0,-7.704,0.0,0.187,0.981,0.57,0.0,0.0,0.0,sleep
Large Industrial Air Conditioner,78907,False,38,Sleep Baby Sleep;Baby Sleep Through the Night;Sweet Baby Sleep Baby,"Fans, Air Units, and Other Office Ambiences (Loopable Audio for Ambiance, Meditation, Insomnia, and Restless Children)",0.211,0.158,1,-26.085,0.0838,0.12,1.0,0.12,0.0632,65.568,3.0,sleep
i loved you first,227067,False,50,joan,i loved you first,0.556,0.276,0,-9.603,0.0269,0.0862,6.89e-06,0.0999,0.216,75.02,4.0,sleep
Hunnybee,268333,False,65,Unknown Mortal Orchestra,Sex & Food,0.956,0.377,6,-7.965,0.0804,0.566,0.414,0.313,0.566,119.993,4.0,sleep
Teddy Bear - Music Box,113000,False,0,Baby Lullaby,Soft Pillow (lullabies for children and adults),0.406,0.0123,0,-20.983,0.0525,0.948,0.838,0.0929,0.343,135.164,5.0,sleep
Early Morning Rain,166000,False,31,Nature Sounds,Loopable Rain Sounds,0.117,0.999,1,-17.796,0.121,0.307,0.578,0.479,0.00104,95.884,3.0,sleep
Watery Brown Noise,191505,False,34,White Noise Baby Sleep,Soothing Dream White Noise,0.133,0.545,1,-26.896,0.0637,0.955,0.788,0.112,0.0521,98.729,3.0,sleep
Midnight Snack,188010,False,50,Purrple Cat,2 Am. Study Session,0.763,0.236,9,-11.516,0.0568,0.615,0.845,0.082,0.273,119.989,4.0,sleep
MOUNTAIN MAN,80930,False,54,Hashir,MOUNTAIN MAN,0.52,0.529,2,-14.395,0.128,0.463,0.69,0.194,0.144,172.11,4.0,sleep
View,207761,False,46,Ethan Dufault,What If,0.551,0.687,1,-6.551,0.0468,0.00808,0.0,0.379,0.23,160.137,4.0,sleep
